transaction_id,date,hour,type,amount,country,old_balance,new_balance,structuring_flag,rapid_movement_flag,round_amount_flag,high_risk_country,is_suspicious,aml_risk_score,alert_level
TXN002841,2024-02-11,12,PAYMENT,4179.36,IR,392889.23,388709.87,0,0,0,1,0,33,LOW
TXN002842,2024-07-02,20,CASH_OUT,1651.69,RU,488375.26,486723.57,0,0,0,1,0,34,LOW
TXN002843,2024-10-23,11,TRANSFER,2456.82,IR,80549.7,78092.88,0,0,0,1,0,31,LOW
TXN002844,2024-01-06,8,TRANSFER,2840.74,MX,429142.96,426302.22,0,0,0,0,0,1,LOW
TXN002845,2024-08-03,12,TRANSFER,130.94,US,130514.46,130383.52,0,0,0,0,0,2,LOW
TXN002846,2024-03-31,17,CASH_OUT,3235.25,US,23691.05,20455.8,0,0,0,0,0,3,LOW
TXN002847,2024-09-03,20,DEBIT,4155.84,IR,60689.7,56533.86,0,0,0,1,0,34,LOW
TXN002848,2024-05-28,20,TRANSFER,264.92,UK,81182.75,80917.83,0,0,0,0,0,0,LOW
TXN002849,2024-06-07,10,CASH_OUT,1105.48,CN,482801.76,481696.28,0,0,0,0,0,3,LOW
TXN002850,2024-11-20,19,CASH_OUT,316.49,MX,287420.47,287103.98,0,0,0,0,0,0,LOW
TXN002851,2024-09-15,18,TRANSFER,993.4,MX,16906.92,15913.52,0,0,0,0,0,4,LOW
TXN002852,2024-01-24,12,CASH_OUT,2555.83,RU,385816.99,383261.16,0,0,0,1,0,30,LOW
TXN002853,2024-03-25,15,CASH_OUT,1372.09,RU,289512.17,288140.08,0,0,0,1,0,31,LOW
TXN002854,2024-01-28,12,CASH_IN,2728.03,US,50663.84,53391.87,0,0,0,0,0,2,LOW
TXN002855,2024-02-03,14,PAYMENT,5899.68,US,29552.84,23653.16,0,0,0,0,0,2,LOW
TXN002856,2024-06-15,13,CASH_OUT,12398.64,NG,7632.35,0.0,0,0,0,1,0,35,LOW
TXN002857,2024-02-12,18,DEBIT,1352.72,UK,128536.6,127183.88,0,0,0,0,0,2,LOW
TXN002858,2024-05-26,2,CASH_OUT,56953.12,NG,222417.44,165464.32,0,0,0,1,1,91,HIGH
TXN002859,2024-03-15,9,TRANSFER,3493.33,US,171116.38,167623.05,0,0,0,0,0,4,LOW
TXN002860,2024-04-20,10,DEBIT,4885.92,MX,352457.45,347571.53,0,0,0,0,0,4,LOW
TXN002861,2024-06-10,11,CASH_IN,9750.04,US,240672.3,250422.34,0,0,0,0,0,5,LOW
TXN002862,2024-08-10,8,TRANSFER,7238.47,US,58081.69,50843.22,0,0,0,0,0,4,LOW
TXN002863,2024-10-22,15,DEBIT,4030.57,NG,279578.0,275547.43,0,0,0,1,0,31,LOW
TXN002864,2024-12-02,20,CASH_OUT,264.31,MX,278789.37,278525.06,0,0,0,0,0,0,LOW
TXN002865,2024-02-02,20,PAYMENT,1027.86,CN,90021.37,88993.51,0,0,0,0,0,2,LOW
TXN002866,2024-07-29,12,CASH_IN,3050.63,UK,339669.53,342720.16,0,0,0,0,0,2,LOW
TXN002867,2024-06-13,16,PAYMENT,5760.55,UK,14336.24,8575.69,0,0,0,0,0,0,LOW
TXN002868,2024-09-04,17,DEBIT,242.69,US,198710.67,198467.98,0,0,0,0,0,1,LOW
TXN002869,2024-02-12,1,CASH_OUT,27760.57,US,170229.8,142469.23,0,0,0,0,1,40,MEDIUM
TXN002870,2024-02-22,20,DEBIT,9515.1,MX,183572.83,174057.73,0,0,0,0,0,0,LOW
TXN002871,2024-04-05,9,DEBIT,1183.21,NG,168575.59,167392.38,0,0,0,1,0,34,LOW
TXN002872,2024-04-10,8,PAYMENT,4259.2,NG,239201.69,234942.49,0,0,0,1,0,33,LOW
TXN002873,2024-09-09,12,DEBIT,2039.05,UK,296354.44,294315.39,0,0,0,0,0,5,LOW
TXN002874,2024-09-10,11,TRANSFER,7347.96,US,298799.63,291451.67,0,0,0,0,0,5,LOW
TXN002875,2024-02-04,12,TRANSFER,2828.81,CN,476706.5,473877.69,0,0,0,0,0,4,LOW
TXN002876,2024-05-26,7,TRANSFER,3365.37,US,489988.74,486623.37,0,0,0,0,0,4,LOW
TXN002877,2024-01-23,12,TRANSFER,34.57,NG,2280.96,2246.39,0,0,0,1,0,34,LOW
TXN002878,2024-07-30,21,CASH_OUT,4569.82,US,12490.7,7920.88,0,0,0,0,0,5,LOW
TXN002879,2024-06-25,19,TRANSFER,10038.51,RU,97706.02,87667.51,0,0,0,1,0,35,LOW
TXN002880,2024-01-06,12,CASH_OUT,2377.56,DE,21448.76,19071.2,0,0,0,0,0,1,LOW
TXN002881,2024-02-13,21,TRANSFER,1511.56,UK,348734.05,347222.49,0,0,0,0,0,1,LOW
TXN002882,2024-09-07,19,PAYMENT,4164.65,UK,483257.48,479092.83,0,0,0,0,0,5,LOW
TXN002883,2024-12-03,9,TRANSFER,1725.5,UK,235518.61,233793.11,0,0,0,0,0,3,LOW
TXN002884,2024-08-04,14,CASH_OUT,2016.26,IR,276907.99,274891.73,0,0,0,1,0,33,LOW
TXN002885,2024-11-13,17,CASH_OUT,2914.12,US,249150.86,246236.74,0,0,0,0,0,4,LOW
TXN002886,2024-03-24,11,CASH_IN,5399.59,MX,293281.52,298681.11,0,0,0,0,0,2,LOW
TXN002887,2024-05-11,21,CASH_IN,2400.67,CN,172135.72,174536.39,0,0,0,0,0,3,LOW
TXN002888,2024-07-12,16,PAYMENT,2295.09,UK,202490.17,200195.08,0,0,0,0,0,0,LOW
TXN002889,2024-01-15,7,PAYMENT,251.59,RU,40703.31,40451.72,0,0,0,1,0,35,LOW
TXN002890,2024-01-13,20,PAYMENT,1533.86,DE,53624.76,52090.9,0,0,0,0,0,0,LOW
TXN002891,2024-10-16,9,CASH_IN,2561.15,UK,10720.94,13282.09,0,0,0,0,0,5,LOW
TXN002892,2024-05-27,7,DEBIT,650.02,IR,300245.0,299594.98,0,0,0,1,0,32,LOW
TXN002893,2024-03-24,3,TRANSFER,70444.82,DE,362844.44,292399.62,0,0,0,0,1,63,MEDIUM
TXN002894,2024-01-19,9,CASH_OUT,8200.21,UK,421192.46,412992.25,0,0,0,0,0,4,LOW
TXN002895,2024-12-07,17,CASH_IN,4201.66,NG,365302.83,369504.49,0,0,0,1,0,33,LOW
TXN002896,2024-09-04,12,TRANSFER,4068.05,DE,275762.88,271694.83,0,0,0,0,0,1,LOW
TXN002897,2024-12-23,23,TRANSFER,70519.96,CN,96006.5,25486.54,0,1,0,0,1,89,HIGH
TXN002898,2024-12-02,18,DEBIT,2653.43,MX,237026.82,234373.39,0,0,0,0,0,3,LOW
TXN002899,2024-03-24,9,DEBIT,2890.89,UK,70542.55,67651.66,0,0,0,0,0,3,LOW
TXN002900,2024-12-09,9,CASH_OUT,8068.3,DE,370456.76,362388.46,0,0,0,0,0,0,LOW
TXN002901,2024-05-24,20,PAYMENT,4837.54,US,298647.97,293810.43,0,0,0,0,0,5,LOW
TXN002902,2024-12-15,18,CASH_OUT,2323.2,US,254891.26,252568.06,0,0,0,0,0,3,LOW
TXN002903,2024-06-24,7,PAYMENT,1256.68,UK,162172.65,160915.97,0,0,0,0,0,5,LOW
TXN002904,2024-07-21,9,CASH_OUT,174.72,CN,66706.81,66532.09,0,0,0,0,0,2,LOW
TXN002905,2024-06-17,11,TRANSFER,893.06,CN,157360.32,156467.26,0,0,0,0,0,3,LOW
TXN002906,2024-04-12,13,CASH_OUT,1451.39,IR,187828.64,186377.25,0,0,0,1,0,31,LOW
TXN002907,2024-03-31,10,PAYMENT,141.49,NG,277282.29,277140.8,0,0,0,1,0,33,LOW
TXN002908,2024-02-27,9,PAYMENT,4997.25,MX,426738.94,421741.69,0,0,0,0,0,1,LOW
TXN002909,2024-06-08,13,PAYMENT,1042.99,MX,178604.54,177561.55,0,0,0,0,0,2,LOW
TXN002910,2024-03-06,17,TRANSFER,2705.58,US,286982.87,284277.29,0,0,0,0,0,1,LOW
TXN002911,2024-02-02,10,CASH_OUT,1214.27,MX,132252.12,131037.85,0,0,0,0,0,1,LOW
TXN002912,2024-11-21,21,PAYMENT,1069.26,US,180845.31,179776.05,0,0,0,0,0,0,LOW
TXN002913,2024-03-20,19,CASH_IN,1230.2,CN,442411.13,443641.33,0,0,0,0,0,5,LOW
TXN002914,2024-02-19,15,CASH_OUT,7546.98,DE,285441.73,277894.75,0,0,0,0,0,1,LOW
TXN002915,2024-06-09,16,PAYMENT,3058.95,US,94814.3,91755.35,0,0,0,0,0,5,LOW
TXN002916,2024-10-28,7,DEBIT,161.14,US,369583.48,369422.34,0,0,0,0,0,2,LOW
TXN002917,2024-01-04,18,TRANSFER,79.54,IR,289035.77,288956.23,0,0,0,1,0,30,LOW
TXN002918,2024-12-26,18,CASH_IN,18994.87,US,60107.1,79101.97,0,0,0,0,0,3,LOW
TXN002919,2024-03-23,7,CASH_OUT,3032.39,DE,232107.99,229075.6,0,0,0,0,0,3,LOW
TXN002920,2024-01-05,15,DEBIT,4649.03,UK,423601.47,418952.44,0,0,0,0,0,3,LOW
TXN002921,2024-03-28,12,CASH_OUT,2705.18,US,383198.18,380493.0,0,0,0,0,0,4,LOW
TXN002922,2024-11-30,8,TRANSFER,2747.48,CN,233729.95,230982.47,0,0,0,0,0,0,LOW
TXN002923,2024-09-09,21,PAYMENT,798.52,UK,392145.5,391346.98,0,0,0,0,0,4,LOW
TXN002924,2024-05-13,19,TRANSFER,3762.41,UK,352048.5,348286.09,0,0,0,0,0,1,LOW
TXN002925,2024-05-26,19,PAYMENT,2243.36,MX,419512.82,417269.46,0,0,0,0,0,1,LOW
TXN002926,2024-10-03,17,CASH_OUT,1497.5,UK,182854.81,181357.31,0,0,0,0,0,4,LOW
TXN002927,2024-10-14,8,CASH_IN,1735.24,US,112125.41,113860.65,0,0,0,0,0,2,LOW
TXN002928,2024-11-28,7,CASH_OUT,1809.23,UK,412633.44,410824.21,0,0,0,0,0,5,LOW
TXN002929,2024-07-10,19,TRANSFER,1572.15,MX,303306.0,301733.85,0,0,0,0,0,0,LOW
TXN002930,2024-09-17,16,CASH_OUT,792.54,MX,444383.2,443590.66,0,0,0,0,0,5,LOW
TXN002931,2024-02-29,16,CASH_IN,2815.54,MX,90312.19,93127.73,0,0,0,0,0,3,LOW
TXN002932,2024-12-04,18,PAYMENT,1890.79,DE,74709.94,72819.15,0,0,0,0,0,1,LOW
TXN002933,2024-07-25,9,PAYMENT,6026.33,US,9660.45,3634.12,0,0,0,0,0,1,LOW
TXN002934,2024-06-09,14,PAYMENT,6795.88,UK,302425.04,295629.16,0,0,0,0,0,4,LOW
TXN002935,2024-02-15,20,TRANSFER,596.98,DE,479672.15,479075.17,0,0,0,0,0,5,LOW
TXN002936,2024-04-15,8,PAYMENT,3216.43,US,276126.51,272910.08,0,0,0,0,0,4,LOW
TXN002937,2024-10-22,8,DEBIT,3282.44,US,213783.83,210501.39,0,0,0,0,0,5,LOW
TXN002938,2024-03-01,13,DEBIT,1943.68,US,44320.98,42377.3,0,0,0,0,0,1,LOW
TXN002939,2024-03-01,17,PAYMENT,1464.25,MX,136399.84,134935.59,0,0,0,0,0,1,LOW
TXN002940,2024-01-04,15,CASH_OUT,2912.15,CN,313503.84,310591.69,0,0,0,0,0,1,LOW
TXN002941,2024-05-17,21,TRANSFER,2428.15,US,36680.08,34251.93,0,0,0,0,0,1,LOW
TXN002942,2024-05-30,21,CASH_OUT,3649.66,NG,206200.71,202551.05,0,0,0,1,0,35,LOW
TXN002943,2024-10-31,12,TRANSFER,352.29,IR,173404.74,173052.45,0,0,0,1,0,33,LOW
TXN002944,2024-09-15,10,PAYMENT,2539.45,DE,54919.36,52379.91,0,0,0,0,0,2,LOW
TXN002945,2024-04-30,13,TRANSFER,1836.27,DE,384324.86,382488.59,0,0,0,0,0,3,LOW
TXN002946,2024-12-20,19,TRANSFER,6048.4,US,214110.83,208062.43,0,0,0,0,0,2,LOW
TXN002947,2024-03-10,7,CASH_IN,624.29,CN,245258.44,245882.73,0,0,0,0,0,1,LOW
TXN002948,2024-09-11,13,PAYMENT,2028.46,US,380298.66,378270.2,0,0,0,0,0,1,LOW
TXN002949,2024-06-21,17,CASH_OUT,273.39,US,210966.06,210692.67,0,0,0,0,0,4,LOW
TXN002950,2024-12-13,10,DEBIT,717.4,UK,318558.62,317841.22,0,0,0,0,0,3,LOW
TXN002951,2024-03-22,16,TRANSFER,5114.91,US,92087.39,86972.48,0,0,0,0,0,1,LOW
TXN002952,2024-04-01,16,PAYMENT,1636.39,US,421935.87,420299.48,0,0,0,0,0,0,LOW
TXN002953,2024-02-04,11,DEBIT,674.88,US,191398.36,190723.48,0,0,0,0,0,1,LOW
TXN002954,2024-08-20,19,PAYMENT,11745.32,US,54107.53,42362.21,0,0,0,0,0,2,LOW
TXN002955,2024-06-28,8,CASH_OUT,5696.67,MX,483811.29,478114.62,0,0,0,0,0,3,LOW
TXN002956,2024-10-05,11,TRANSFER,9277.71,US,45661.33,36383.62,0,0,0,0,0,3,LOW
TXN002957,2024-04-11,19,CASH_IN,1604.83,NG,212626.97,214231.8,0,0,0,1,0,34,LOW
TXN002958,2024-06-04,9,DEBIT,378.56,DE,414906.1,414527.54,0,0,0,0,0,4,LOW
TXN002959,2024-06-06,16,TRANSFER,6841.94,DE,398397.73,391555.79,0,0,0,0,0,5,LOW
TXN002960,2024-01-01,13,TRANSFER,1544.39,US,274791.19,273246.8,0,0,0,0,0,2,LOW
TXN002961,2024-10-30,16,CASH_OUT,245.87,IR,314772.4,314526.53,0,0,0,1,0,35,LOW
TXN002962,2024-02-06,21,TRANSFER,149.87,US,17857.28,17707.41,0,0,0,0,0,2,LOW
TXN002963,2024-06-18,13,CASH_OUT,3697.26,CN,180566.87,176869.61,0,0,0,0,0,4,LOW
TXN002964,2024-12-21,12,CASH_OUT,1264.81,CN,351665.85,350401.04,0,0,0,0,0,4,LOW
TXN002965,2024-06-11,15,CASH_OUT,2537.53,RU,441977.41,439439.88,0,0,0,1,0,32,LOW
TXN002966,2024-02-18,8,CASH_IN,3276.88,UK,278544.29,281821.17,0,0,0,0,0,0,LOW
TXN002967,2024-04-25,21,CASH_OUT,610.54,IR,350233.67,349623.13,0,0,0,1,0,30,LOW
TXN002968,2024-08-12,17,PAYMENT,5203.41,RU,429671.01,424467.6,0,0,0,1,0,34,LOW
TXN002969,2024-01-20,12,CASH_OUT,189.52,US,76855.01,76665.49,0,0,0,0,0,5,LOW
TXN002970,2024-05-29,16,DEBIT,6423.73,DE,338609.59,332185.86,0,0,0,0,0,1,LOW
TXN002971,2024-09-16,11,CASH_OUT,1296.03,UK,250246.8,248950.77,0,0,0,0,0,1,LOW
TXN002972,2024-05-09,19,CASH_OUT,4581.23,UK,88868.04,84286.81,0,0,0,0,0,0,LOW
TXN002973,2024-06-23,8,CASH_OUT,1055.22,MX,104409.86,103354.64,0,0,0,0,0,4,LOW
TXN002974,2024-02-03,10,CASH_IN,107.88,RU,276566.87,276674.75,0,0,0,1,0,34,LOW
TXN002975,2024-06-09,2,TRANSFER,3667.85,CN,259936.76,256268.91,0,1,0,0,1,50,MEDIUM
TXN002976,2024-04-07,3,CASH_OUT,9058.63,NG,10626.5,1567.87,1,1,0,1,1,100,HIGH
TXN002977,2024-06-26,17,PAYMENT,2920.28,US,70057.56,67137.28,0,0,0,0,0,2,LOW
TXN002978,2024-11-30,12,CASH_OUT,2394.6,UK,145749.04,143354.44,0,0,0,0,0,2,LOW
TXN002979,2024-11-07,11,TRANSFER,13538.85,CN,473140.9,459602.05,0,0,0,0,0,20,LOW
TXN002980,2024-10-23,11,CASH_OUT,2252.79,IR,173983.49,171730.7,0,0,0,1,0,31,LOW
TXN002981,2024-08-02,12,TRANSFER,1376.63,UK,318159.94,316783.31,0,0,0,0,0,2,LOW
TXN002982,2024-09-28,14,CASH_IN,70.61,DE,299465.99,299536.6,0,0,0,0,0,1,LOW
TXN002983,2024-12-30,21,PAYMENT,1045.67,MX,297888.8,296843.13,0,0,0,0,0,5,LOW
TXN002984,2024-04-10,10,DEBIT,2171.99,CN,211470.05,209298.06,0,0,0,0,0,3,LOW
TXN002985,2024-11-17,12,PAYMENT,186.78,DE,50730.73,50543.95,0,0,0,0,0,1,LOW
TXN002986,2024-02-12,19,TRANSFER,777.04,CN,70251.23,69474.19,0,0,0,0,0,1,LOW
TXN002987,2024-07-13,12,DEBIT,722.73,UK,139200.48,138477.75,0,0,0,0,0,3,LOW
TXN002988,2024-09-26,7,DEBIT,588.16,US,342983.22,342395.06,0,0,0,0,0,3,LOW
TXN002989,2024-03-25,17,TRANSFER,426.94,DE,303698.08,303271.14,0,0,0,0,0,3,LOW
TXN002990,2024-02-11,15,TRANSFER,3925.01,US,220730.02,216805.01,0,0,0,0,0,4,LOW
TXN002991,2024-10-07,10,CASH_OUT,13136.74,UK,483450.88,470314.14,0,0,0,0,0,18,LOW
TXN002992,2024-03-26,11,CASH_IN,4377.02,US,181118.79,185495.81,0,0,0,0,0,2,LOW
TXN002993,2024-11-18,17,TRANSFER,2206.79,MX,217427.43,215220.64,0,0,0,0,0,5,LOW
TXN002994,2024-05-22,7,DEBIT,1601.44,US,366654.5,365053.06,0,0,0,0,0,0,LOW
TXN002995,2024-11-26,14,CASH_IN,2801.45,US,225903.87,228705.32,0,0,0,0,0,5,LOW
TXN002996,2024-10-28,12,TRANSFER,534.44,US,6246.41,5711.97,0,0,0,0,0,2,LOW
TXN002997,2024-05-20,4,CASH_OUT,30772.17,CN,209650.29,178878.12,0,0,0,0,1,37,LOW
TXN002998,2024-03-09,21,CASH_IN,3967.54,DE,278540.26,282507.8,0,0,0,0,0,0,LOW
TXN002999,2024-07-05,13,CASH_IN,6206.38,US,251133.42,257339.8,0,0,0,0,0,5,LOW
TXN003000,2024-03-28,18,CASH_OUT,739.31,DE,26726.32,25987.01,0,0,0,0,0,4,LOW
TXN003001,2024-01-12,12,PAYMENT,1501.46,NG,421936.87,420435.41,0,0,0,1,0,35,LOW
TXN003002,2024-06-18,15,CASH_IN,1194.71,CN,315799.11,316993.82,0,0,0,0,0,2,LOW
TXN003003,2024-05-19,20,DEBIT,444.96,US,168384.02,167939.06,0,0,0,0,0,1,LOW
TXN003004,2024-02-19,1,CASH_OUT,14149.41,IR,196236.52,182087.11,0,0,0,1,1,66,MEDIUM
TXN003005,2024-05-15,4,TRANSFER,20624.62,US,331263.91,310639.29,0,0,0,0,1,37,LOW
TXN003006,2024-12-09,10,CASH_IN,8367.57,UK,426243.35,434610.92,0,0,0,0,0,2,LOW
TXN003007,2024-04-08,13,CASH_IN,2100.67,NG,412530.19,414630.86,0,0,0,1,0,32,LOW
TXN003008,2024-07-26,10,DEBIT,651.14,US,140973.77,140322.63,0,0,0,0,0,3,LOW
TXN003009,2024-03-23,16,CASH_IN,2739.82,IR,19026.74,21766.56,0,0,0,1,0,35,LOW
TXN003010,2024-07-13,16,PAYMENT,1392.17,IR,218823.68,217431.51,0,0,0,1,0,30,LOW
TXN003011,2024-01-18,19,TRANSFER,15949.11,US,15995.59,46.48,0,0,0,0,0,17,LOW
TXN003012,2024-09-01,8,PAYMENT,13064.26,US,334360.73,321296.47,0,0,0,0,0,3,LOW
TXN003013,2024-10-06,4,CASH_OUT,44286.94,IR,345752.16,301465.22,0,0,0,1,1,66,MEDIUM
TXN003014,2024-05-07,15,DEBIT,2147.09,US,470012.9,467865.81,0,0,0,0,0,0,LOW
TXN003015,2024-06-30,7,TRANSFER,476.1,UK,402498.92,402022.82,0,0,0,0,0,3,LOW
TXN003016,2024-06-11,19,PAYMENT,1646.81,DE,267302.41,265655.6,0,0,0,0,0,0,LOW
TXN003017,2024-05-14,8,CASH_OUT,6691.2,MX,335383.64,328692.44,0,0,0,0,0,3,LOW
TXN003018,2024-03-14,12,DEBIT,1927.36,RU,441800.24,439872.88,0,0,0,1,0,32,LOW
TXN003019,2024-04-17,9,PAYMENT,4180.97,UK,181437.78,177256.81,0,0,0,0,0,5,LOW
TXN003020,2024-04-02,13,CASH_IN,2947.64,NG,231557.12,234504.76,0,0,0,1,0,35,LOW
TXN003021,2024-10-30,11,PAYMENT,3084.74,CN,440587.99,437503.25,0,0,0,0,0,3,LOW
TXN003022,2024-10-18,11,CASH_IN,2312.69,DE,23959.36,26272.05,0,0,0,0,0,0,LOW
TXN003023,2024-03-22,7,CASH_IN,6611.28,CN,342108.33,348719.61,0,0,0,0,0,0,LOW
TXN003024,2024-02-19,2,TRANSFER,678.34,US,396696.13,396017.79,0,1,0,0,1,47,MEDIUM
TXN003025,2024-05-28,15,DEBIT,9617.62,NG,452310.59,442692.97,0,0,0,1,0,31,LOW
TXN003026,2024-11-26,17,DEBIT,304.71,US,182081.63,181776.92,0,0,0,0,0,5,LOW
TXN003027,2024-06-22,18,TRANSFER,3815.06,CN,426374.83,422559.77,0,0,0,0,0,0,LOW
TXN003028,2024-02-07,19,CASH_IN,587.23,NG,353434.22,354021.45,0,0,0,1,0,32,LOW
TXN003029,2024-09-15,14,PAYMENT,2009.28,NG,325855.16,323845.88,0,0,0,1,0,34,LOW
TXN003030,2024-07-14,20,CASH_IN,4616.17,DE,98112.0,102728.17,0,0,0,0,0,5,LOW
TXN003031,2024-01-22,11,DEBIT,2515.83,US,52120.2,49604.37,0,0,0,0,0,3,LOW
TXN003032,2024-04-23,11,DEBIT,3128.04,RU,167536.53,164408.49,0,0,0,1,0,35,LOW
TXN003033,2024-10-02,4,TRANSFER,9301.31,NG,76972.79,67671.48,1,0,0,1,1,94,HIGH
TXN003034,2024-10-30,20,TRANSFER,8406.24,NG,111383.35,102977.11,0,0,0,1,0,34,LOW
TXN003035,2024-06-27,7,TRANSFER,931.82,US,468129.47,467197.65,0,0,0,0,0,5,LOW
TXN003036,2024-08-06,9,CASH_IN,6169.85,RU,468175.91,474345.76,0,0,0,1,0,34,LOW
TXN003037,2024-09-07,9,TRANSFER,2870.64,IR,326950.38,324079.74,0,0,0,1,0,33,LOW
TXN003038,2024-09-02,7,CASH_IN,2444.48,MX,33971.05,36415.53,0,0,0,0,0,2,LOW
TXN003039,2024-09-01,21,TRANSFER,2684.96,US,21358.17,18673.21,0,0,0,0,0,2,LOW
TXN003040,2024-02-08,16,PAYMENT,4390.4,CN,224694.62,220304.22,0,0,0,0,0,5,LOW
TXN003041,2024-03-21,20,PAYMENT,94.04,UK,355933.37,355839.33,0,0,0,0,0,5,LOW
TXN003042,2024-03-19,17,CASH_OUT,28603.56,UK,357646.67,329043.11,0,0,0,0,0,18,LOW
TXN003043,2024-10-02,21,CASH_IN,3013.0,US,122547.47,125560.47,0,0,0,0,0,3,LOW
TXN003044,2024-05-22,12,CASH_OUT,3181.88,US,413636.64,410454.76,0,0,0,0,0,4,LOW
TXN003045,2024-06-25,21,CASH_OUT,2953.0,IR,156114.92,153161.92,0,0,0,1,0,30,LOW
TXN003046,2024-10-15,7,CASH_OUT,383.47,US,253553.61,253170.14,0,0,0,0,0,5,LOW
TXN003047,2024-12-25,15,CASH_IN,247.81,DE,244314.96,244562.77,0,0,0,0,0,1,LOW
TXN003048,2024-03-04,12,PAYMENT,2040.84,US,18832.96,16792.12,0,0,0,0,0,5,LOW
TXN003049,2024-03-11,10,CASH_IN,4443.19,MX,274294.1,278737.29,0,0,0,0,0,4,LOW
TXN003050,2024-03-04,21,PAYMENT,2878.83,UK,91391.22,88512.39,0,0,0,0,0,1,LOW
TXN003051,2024-11-04,12,CASH_IN,6952.03,NG,426741.55,433693.58,0,0,0,1,0,35,LOW
TXN003052,2024-10-24,20,CASH_IN,7377.89,NG,474842.28,482220.17,0,0,0,1,0,34,LOW
TXN003053,2024-05-15,14,PAYMENT,5061.57,IR,46296.79,41235.22,0,0,0,1,0,32,LOW
TXN003054,2024-09-18,12,PAYMENT,1661.99,US,116223.1,114561.11,0,0,0,0,0,2,LOW
TXN003055,2024-08-30,20,TRANSFER,4126.75,US,170725.9,166599.15,0,0,0,0,0,4,LOW
TXN003056,2024-04-29,7,CASH_OUT,1151.98,US,404975.56,403823.58,0,0,0,0,0,5,LOW
TXN003057,2024-03-18,14,CASH_OUT,342.75,DE,363438.94,363096.19,0,0,0,0,0,0,LOW
TXN003058,2024-02-24,17,CASH_IN,1403.16,US,377215.22,378618.38,0,0,0,0,0,2,LOW
TXN003059,2024-05-24,12,CASH_OUT,2625.5,CN,190392.81,187767.31,0,0,0,0,0,4,LOW
TXN003060,2024-03-16,3,TRANSFER,50689.38,RU,308033.57,257344.19,0,0,0,1,1,90,HIGH
TXN003061,2024-04-07,13,CASH_OUT,939.33,UK,100865.72,99926.39,0,0,0,0,0,2,LOW
TXN003062,2024-07-30,20,PAYMENT,2697.97,IR,460913.78,458215.81,0,0,0,1,0,35,LOW
TXN003063,2024-11-27,11,CASH_OUT,1945.42,UK,318062.15,316116.73,0,0,0,0,0,4,LOW
TXN003064,2024-06-08,20,DEBIT,5248.88,US,76867.07,71618.19,0,0,0,0,0,1,LOW
TXN003065,2024-10-29,13,PAYMENT,709.3,US,205830.35,205121.05,0,0,0,0,0,4,LOW
TXN003066,2024-04-19,17,DEBIT,8765.81,CN,101848.31,93082.5,0,0,0,0,0,5,LOW
TXN003067,2024-11-19,13,CASH_OUT,1223.99,DE,412022.48,410798.49,0,0,0,0,0,2,LOW
TXN003068,2024-12-05,14,DEBIT,472.5,CN,44247.21,43774.71,0,0,0,0,0,2,LOW
TXN003069,2024-05-10,11,CASH_IN,302.94,US,373600.9,373903.84,0,0,0,0,0,3,LOW
TXN003070,2024-03-23,8,CASH_OUT,513.68,US,83772.83,83259.15,0,0,0,0,0,1,LOW
TXN003071,2024-07-22,18,PAYMENT,1493.17,DE,271420.1,269926.93,0,0,0,0,0,0,LOW
TXN003072,2024-04-06,7,TRANSFER,7606.46,US,70919.5,63313.04,0,0,0,0,0,1,LOW
TXN003073,2024-01-24,12,CASH_IN,9535.2,US,492453.95,501989.15,0,0,0,0,0,2,LOW
TXN003074,2024-05-09,14,DEBIT,3467.93,IR,439100.99,435633.06,0,0,0,1,0,30,LOW
TXN003075,2024-02-21,3,CASH_OUT,9274.31,IR,100234.14,90959.83,1,0,0,1,1,93,HIGH
TXN003076,2024-06-20,19,CASH_IN,297.92,RU,305900.86,306198.78,0,0,0,1,0,32,LOW
TXN003077,2024-08-07,11,CASH_OUT,52.89,IR,108420.89,108368.0,0,0,0,1,0,33,LOW
TXN003078,2024-09-26,18,TRANSFER,1109.73,IR,318260.47,317150.74,0,0,0,1,0,31,LOW
TXN003079,2024-05-04,15,TRANSFER,5084.49,UK,329774.44,324689.95,0,0,0,0,0,5,LOW
TXN003080,2024-03-23,19,CASH_IN,1066.35,US,104912.67,105979.02,0,0,0,0,0,0,LOW
TXN003081,2024-12-01,17,PAYMENT,1738.39,IR,236752.35,235013.96,0,0,0,1,0,35,LOW
TXN003082,2024-07-04,11,CASH_OUT,2107.25,US,162671.2,160563.95,0,0,0,0,0,4,LOW
TXN003083,2024-02-17,11,PAYMENT,1899.13,US,199525.43,197626.3,0,0,0,0,0,5,LOW
TXN003084,2024-10-10,10,TRANSFER,6071.56,IR,144752.56,138681.0,0,0,0,1,0,32,LOW
TXN003085,2024-09-23,13,PAYMENT,6101.38,UK,470844.34,464742.96,0,0,0,0,0,1,LOW
TXN003086,2024-01-13,14,PAYMENT,2767.34,MX,347482.03,344714.69,0,0,0,0,0,1,LOW
TXN003087,2024-11-03,17,CASH_IN,2324.13,UK,145629.22,147953.35,0,0,0,0,0,1,LOW
TXN003088,2024-08-29,20,TRANSFER,1589.92,UK,41821.86,40231.94,0,0,0,0,0,4,LOW
TXN003089,2024-07-22,16,PAYMENT,17276.06,US,239402.81,222126.75,0,0,0,0,0,0,LOW
TXN003090,2024-11-22,11,DEBIT,10.59,US,157934.16,157923.57,0,0,0,0,0,0,LOW
